date,sku,units_sold,on_hand,stockout_flag
2024-07-18,Espresso Beans (Arabica),0.0,5.9,False
2024-07-19,Espresso Beans (Arabica),1.0,4.9,False
2024-07-20,Espresso Beans (Arabica),0.0,4.9,False
2024-07-21,Espresso Beans (Arabica),0.0,4.9,False
2024-07-22,Espresso Beans (Arabica),0.0,4.9,False
2024-07-23,Espresso Beans (Arabica),0.0,4.9,False
2024-07-24,Espresso Beans (Arabica),0.0,4.9,False
2024-07-25,Espresso Beans (Arabica),0.0,4.9,False
2024-07-26,Espresso Beans (Arabica),0.0,4.9,False
2024-07-27,Espresso Beans (Arabica),1.0,3.9,False
2024-07-28,Espresso Beans (Arabica),0.0,3.9,False
2024-07-29,Espresso Beans (Arabica),0.0,3.9,False
2024-07-30,Espresso Beans (Arabica),0.0,3.9,False
2024-07-31,Espresso Beans (Arabica),1.0,2.9,False
2024-08-01,Espresso Beans (Arabica),0.0,2.9,False
2024-08-02,Espresso Beans (Arabica),0.0,2.9,False
2024-08-03,Espresso Beans (Arabica),0.0,2.9,False
2024-08-04,Espresso Beans (Arabica),1.0,7.9,False
2024-08-05,Espresso Beans (Arabica),0.0,7.9,False
2024-08-06,Espresso Beans (Arabica),0.0,7.9,False
2024-08-07,Espresso Beans (Arabica),0.0,7.9,False
2024-08-08,Espresso Beans (Arabica),1.0,6.9,False
2024-08-09,Espresso Beans (Arabica),0.0,6.9,False
2024-08-10,Espresso Beans (Arabica),0.0,6.9,False
2024-08-11,Espresso Beans (Arabica),0.0,6.9,False
2024-08-12,Espresso Beans (Arabica),1.0,5.9,False
2024-08-13,Espresso Beans (Arabica),0.0,5.9,False
2024-08-14,Espresso Beans (Arabica),0.0,5.9,False
2024-08-15,Espresso Beans (Arabica),0.0,5.9,False
2024-08-16,Espresso Beans (Arabica),0.0,5.9,False
2024-08-17,Espresso Beans (Arabica),0.0,5.9,False
2024-08-18,Espresso Beans (Arabica),1.0,4.9,False
2024-08-19,Espresso Beans (Arabica),0.0,4.9,False
2024-08-20,Espresso Beans (Arabica),0.0,4.9,False
2024-08-21,Espresso Beans (Arabica),0.0,4.9,False
2024-08-22,Espresso Beans (Arabica),1.0,3.9,False
2024-08-23,Espresso Beans (Arabica),0.0,3.9,False
2024-08-24,Espresso Beans (Arabica),0.0,3.9,False
2024-08-25,Espresso Beans (Arabica),1.0,2.9,False
2024-08-26,Espresso Beans (Arabica),0.0,2.9,False
2024-08-27,Espresso Beans (Arabica),0.0,2.9,False
2024-08-28,Espresso Beans (Arabica),1.0,7.8,False
2024-08-29,Espresso Beans (Arabica),0.0,7.8,False
2024-08-30,Espresso Beans (Arabica),1.0,6.8,False
2024-08-31,Espresso Beans (Arabica),1.0,5.8,False
2024-09-01,Espresso Beans (Arabica),0.0,5.8,False
2024-09-02,Espresso Beans (Arabica),0.0,5.8,False
2024-09-03,Espresso Beans (Arabica),0.0,5.8,False
2024-09-04,Espresso Beans (Arabica),0.0,5.8,False
2024-09-05,Espresso Beans (Arabica),0.0,5.8,False
2024-09-06,Espresso Beans (Arabica),0.0,5.8,False
2024-09-07,Espresso Beans (Arabica),1.0,4.8,False
2024-09-08,Espresso Beans (Arabica),0.0,4.8,False
2024-09-09,Espresso Beans (Arabica),0.0,4.8,False
2024-09-10,Espresso Beans (Arabica),1.0,3.8,False
2024-09-11,Espresso Beans (Arabica),0.0,3.8,False
2024-09-12,Espresso Beans (Arabica),0.0,3.8,False
2024-09-13,Espresso Beans (Arabica),1.0,2.8,False
2024-09-14,Espresso Beans (Arabica),0.0,2.8,False
2024-09-15,Espresso Beans (Arabica),0.0,2.8,False
2024-09-16,Espresso Beans (Arabica),1.0,1.8,False
2024-09-17,Espresso Beans (Arabica),0.0,1.8,False
2024-09-18,Espresso Beans (Arabica),0.0,7.7,False
2024-09-19,Espresso Beans (Arabica),0.0,7.7,False
2024-09-20,Espresso Beans (Arabica),0.0,7.7,False
2024-09-21,Espresso Beans (Arabica),0.0,7.7,False
2024-09-22,Espresso Beans (Arabica),0.0,7.7,False
2024-09-23,Espresso Beans (Arabica),1.0,6.7,False
2024-09-24,Espresso Beans (Arabica),0.0,6.7,False
2024-09-25,Espresso Beans (Arabica),1.0,5.7,False
2024-09-26,Espresso Beans (Arabica),0.0,5.7,False
2024-09-27,Espresso Beans (Arabica),1.0,4.7,False
2024-09-28,Espresso Beans (Arabica),0.0,4.7,False
2024-09-29,Espresso Beans (Arabica),1.0,3.7,False
2024-09-30,Espresso Beans (Arabica),1.0,2.7,False
2024-10-01,Espresso Beans (Arabica),1.0,1.7,False
2024-10-02,Espresso Beans (Arabica),0.0,1.7,False
2024-10-03,Espresso Beans (Arabica),1.0,6.6,False
2024-10-04,Espresso Beans (Arabica),1.0,5.6,False
2024-10-05,Espresso Beans (Arabica),0.0,5.6,False
2024-10-06,Espresso Beans (Arabica),0.0,5.6,False
2024-10-07,Espresso Beans (Arabica),1.0,4.6,False
2024-10-08,Espresso Beans (Arabica),1.0,3.6,False
2024-10-09,Espresso Beans (Arabica),0.0,3.6,False
2024-10-10,Espresso Beans (Arabica),1.0,2.6,False
2024-10-11,Espresso Beans (Arabica),1.0,1.6,False
2024-10-12,Espresso Beans (Arabica),1.0,6.5,False
2024-10-13,Espresso Beans (Arabica),0.0,6.5,False
2024-10-14,Espresso Beans (Arabica),0.0,6.5,False
2024-10-15,Espresso Beans (Arabica),0.0,6.5,False
2024-10-16,Espresso Beans (Arabica),0.0,6.5,False
2024-10-17,Espresso Beans (Arabica),0.0,6.5,False
2024-10-18,Espresso Beans (Arabica),1.0,5.5,False
2024-10-19,Espresso Beans (Arabica),0.0,5.5,False
2024-10-20,Espresso Beans (Arabica),1.0,4.5,False
2024-10-21,Espresso Beans (Arabica),0.0,4.5,False
2024-10-22,Espresso Beans (Arabica),0.0,4.5,False
2024-10-23,Espresso Beans (Arabica),1.0,3.5,False
2024-10-24,Espresso Beans (Arabica),0.0,3.5,False
2024-10-25,Espresso Beans (Arabica),1.0,2.5,False
2024-10-26,Espresso Beans (Arabica),0.0,2.5,False
2024-10-27,Espresso Beans (Arabica),1.0,7.4,False
2024-10-28,Espresso Beans (Arabica),1.0,6.4,False
2024-10-29,Espresso Beans (Arabica),0.0,6.4,False
2024-10-30,Espresso Beans (Arabica),1.0,5.4,False
2024-10-31,Espresso Beans (Arabica),0.0,5.4,False
2024-11-01,Espresso Beans (Arabica),1.0,4.4,False
2024-11-02,Espresso Beans (Arabica),0.0,4.4,False
2024-11-03,Espresso Beans (Arabica),0.0,4.4,False
2024-11-04,Espresso Beans (Arabica),0.0,4.4,False
2024-11-05,Espresso Beans (Arabica),0.0,4.4,False
2024-11-06,Espresso Beans (Arabica),1.0,3.4,False
2024-11-07,Espresso Beans (Arabica),1.0,2.4,False
2024-11-08,Espresso Beans (Arabica),1.0,7.3,False
2024-11-09,Espresso Beans (Arabica),1.0,6.3,False
2024-11-10,Espresso Beans (Arabica),1.0,5.3,False
2024-11-11,Espresso Beans (Arabica),0.0,5.3,False
2024-11-12,Espresso Beans (Arabica),1.0,4.3,False
2024-11-13,Espresso Beans (Arabica),0.0,4.3,False
2024-11-14,Espresso Beans (Arabica),1.0,3.3,False
2024-11-15,Espresso Beans (Arabica),1.0,2.3,False
2024-11-16,Espresso Beans (Arabica),0.0,2.3,False
2024-11-17,Espresso Beans (Arabica),1.0,7.2,False
2024-11-18,Espresso Beans (Arabica),1.0,6.2,False
2024-11-19,Espresso Beans (Arabica),1.0,5.2,False
2024-11-20,Espresso Beans (Arabica),1.0,4.2,False
2024-11-21,Espresso Beans (Arabica),0.0,4.2,False
2024-11-22,Espresso Beans (Arabica),0.0,4.2,False
2024-11-23,Espresso Beans (Arabica),1.0,3.2,False
2024-11-24,Espresso Beans (Arabica),1.0,2.2,False
2024-11-25,Espresso Beans (Arabica),1.0,1.2,False
2024-11-26,Espresso Beans (Arabica),0.0,7.1,False
2024-11-27,Espresso Beans (Arabica),1.0,6.1,False
2024-11-28,Espresso Beans (Arabica),1.0,5.1,False
2024-11-29,Espresso Beans (Arabica),1.0,4.1,False
2024-11-30,Espresso Beans (Arabica),1.0,3.1,False
2024-12-01,Espresso Beans (Arabica),0.0,3.1,False
2024-12-02,Espresso Beans (Arabica),0.0,3.1,False
2024-12-03,Espresso Beans (Arabica),0.0,3.1,False
2024-12-04,Espresso Beans (Arabica),0.0,3.1,False
2024-12-05,Espresso Beans (Arabica),1.0,8.0,False
2024-12-06,Espresso Beans (Arabica),1.0,7.0,False
2024-12-07,Espresso Beans (Arabica),0.0,7.0,False
2024-12-08,Espresso Beans (Arabica),0.0,7.0,False
2024-12-09,Espresso Beans (Arabica),0.0,7.0,False
2024-12-10,Espresso Beans (Arabica),1.0,6.0,False
2024-12-11,Espresso Beans (Arabica),0.0,6.0,False
2024-12-12,Espresso Beans (Arabica),1.0,5.0,False
2024-12-13,Espresso Beans (Arabica),0.0,5.0,False
2024-12-14,Espresso Beans (Arabica),1.0,4.0,False
2024-12-15,Espresso Beans (Arabica),1.0,3.0,False
2024-12-16,Espresso Beans (Arabica),1.0,2.0,False
2024-12-17,Espresso Beans (Arabica),1.0,6.9,False
2024-12-18,Espresso Beans (Arabica),1.0,5.9,False
2024-12-19,Espresso Beans (Arabica),0.0,5.9,False
2024-12-20,Espresso Beans (Arabica),0.0,5.9,False
2024-12-21,Espresso Beans (Arabica),1.0,4.9,False
2024-12-22,Espresso Beans (Arabica),1.0,3.9,False
2024-12-23,Espresso Beans (Arabica),1.0,2.9,False
2024-12-24,Espresso Beans (Arabica),0.0,2.9,False
2024-12-25,Espresso Beans (Arabica),1.0,1.9,False
2024-12-26,Espresso Beans (Arabica),1.0,6.8,False
2024-12-27,Espresso Beans (Arabica),1.0,5.8,False
2024-12-28,Espresso Beans (Arabica),1.0,4.8,False
2024-12-29,Espresso Beans (Arabica),1.0,3.8,False
2024-12-30,Espresso Beans (Arabica),1.0,2.8,False
2024-12-31,Espresso Beans (Arabica),1.0,1.8,False
2025-01-01,Espresso Beans (Arabica),0.0,7.7,False
2025-01-02,Espresso Beans (Arabica),0.0,7.7,False
2025-01-03,Espresso Beans (Arabica),1.0,6.7,False
2025-01-04,Espresso Beans (Arabica),1.0,5.7,False
2025-01-05,Espresso Beans (Arabica),1.0,4.7,False
2025-01-06,Espresso Beans (Arabica),0.0,4.7,False
2025-01-07,Espresso Beans (Arabica),0.0,4.7,False
2025-01-08,Espresso Beans (Arabica),0.0,4.7,False
2025-01-09,Espresso Beans (Arabica),0.0,4.7,False
2025-01-10,Espresso Beans (Arabica),1.0,3.7,False
2025-01-11,Espresso Beans (Arabica),1.0,2.7,False
2025-01-12,Espresso Beans (Arabica),1.0,1.7,False
2025-01-13,Espresso Beans (Arabica),0.0,7.6,False
2025-01-14,Espresso Beans (Arabica),0.0,7.6,False
2025-01-15,Espresso Beans (Arabica),1.0,6.6,False
2025-01-16,Espresso Beans (Arabica),1.0,5.6,False
2025-01-17,Espresso Beans (Arabica),0.0,5.6,False
2025-01-18,Espresso Beans (Arabica),0.0,5.6,False
2025-01-19,Espresso Beans (Arabica),1.0,4.6,False
2025-01-20,Espresso Beans (Arabica),1.0,3.6,False
2025-01-21,Espresso Beans (Arabica),1.0,2.6,False
2025-01-22,Espresso Beans (Arabica),1.0,7.5,False
2025-01-23,Espresso Beans (Arabica),1.0,6.5,False
2025-01-24,Espresso Beans (Arabica),1.0,5.5,False
2025-01-25,Espresso Beans (Arabica),0.0,5.5,False
2025-01-26,Espresso Beans (Arabica),1.0,4.5,False
2025-01-27,Espresso Beans (Arabica),0.0,4.5,False
2025-01-28,Espresso Beans (Arabica),1.0,3.5,False
2025-01-29,Espresso Beans (Arabica),1.0,2.5,False
2025-01-30,Espresso Beans (Arabica),0.0,2.5,False
2025-01-31,Espresso Beans (Arabica),1.0,7.4,False
2025-02-01,Espresso Beans (Arabica),0.0,7.4,False
2025-02-02,Espresso Beans (Arabica),0.0,7.4,False
2025-02-03,Espresso Beans (Arabica),0.0,7.4,False
2025-02-04,Espresso Beans (Arabica),0.0,7.4,False
2025-02-05,Espresso Beans (Arabica),1.0,6.4,False
2025-02-06,Espresso Beans (Arabica),0.0,6.4,False
2025-02-07,Espresso Beans (Arabica),1.0,5.4,False
2025-02-08,Espresso Beans (Arabica),0.0,5.4,False
2025-02-09,Espresso Beans (Arabica),0.0,5.4,False
2025-02-10,Espresso Beans (Arabica),0.0,5.4,False
2025-02-11,Espresso Beans (Arabica),1.0,4.4,False
2025-02-12,Espresso Beans (Arabica),1.0,3.4,False
2025-02-13,Espresso Beans (Arabica),0.0,3.4,False
2025-02-14,Espresso Beans (Arabica),1.0,2.4,False
2025-02-15,Espresso Beans (Arabica),0.0,2.4,False
2025-02-16,Espresso Beans (Arabica),1.0,1.4,False
2025-02-17,Espresso Beans (Arabica),1.0,0.4,False
2025-02-18,Espresso Beans (Arabica),1.0,5.9,True
2025-02-19,Espresso Beans (Arabica),1.0,4.9,False
2025-02-20,Espresso Beans (Arabica),1.0,3.9,False
2025-02-21,Espresso Beans (Arabica),1.0,2.9,False
2025-02-22,Espresso Beans (Arabica),0.0,2.9,False
2025-02-23,Espresso Beans (Arabica),0.0,2.9,False
2025-02-24,Espresso Beans (Arabica),1.0,7.8,False
2025-02-25,Espresso Beans (Arabica),0.0,7.8,False
2025-02-26,Espresso Beans (Arabica),1.0,6.8,False
2025-02-27,Espresso Beans (Arabica),0.0,6.8,False
2025-02-28,Espresso Beans (Arabica),0.0,6.8,False
2025-03-01,Espresso Beans (Arabica),0.0,6.8,False
2025-03-02,Espresso Beans (Arabica),0.0,6.8,False
2025-03-03,Espresso Beans (Arabica),0.0,6.8,False
2025-03-04,Espresso Beans (Arabica),0.0,6.8,False
2025-03-05,Espresso Beans (Arabica),0.0,6.8,False
2025-03-06,Espresso Beans (Arabica),1.0,5.8,False
2025-03-07,Espresso Beans (Arabica),1.0,4.8,False
2025-03-08,Espresso Beans (Arabica),1.0,3.8,False
2025-03-09,Espresso Beans (Arabica),0.0,3.8,False
2025-03-10,Espresso Beans (Arabica),1.0,2.8,False
2025-03-11,Espresso Beans (Arabica),1.0,7.7,False
2025-03-12,Espresso Beans (Arabica),1.0,6.7,False
2025-03-13,Espresso Beans (Arabica),1.0,5.7,False
2025-03-14,Espresso Beans (Arabica),0.0,5.7,False
2025-03-15,Espresso Beans (Arabica),1.0,4.7,False
2025-03-16,Espresso Beans (Arabica),0.0,4.7,False
2025-03-17,Espresso Beans (Arabica),1.0,3.7,False
2025-03-18,Espresso Beans (Arabica),0.0,3.7,False
2025-03-19,Espresso Beans (Arabica),0.0,3.7,False
2025-03-20,Espresso Beans (Arabica),1.0,2.7,False
2025-03-21,Espresso Beans (Arabica),0.0,2.7,False
2025-03-22,Espresso Beans (Arabica),1.0,1.7,False
2025-03-23,Espresso Beans (Arabica),1.0,6.6,False
2025-03-24,Espresso Beans (Arabica),0.0,6.6,False
2025-03-25,Espresso Beans (Arabica),1.0,5.6,False
2025-03-26,Espresso Beans (Arabica),0.0,5.6,False
2025-03-27,Espresso Beans (Arabica),0.0,5.6,False
2025-03-28,Espresso Beans (Arabica),0.0,5.6,False
2025-03-29,Espresso Beans (Arabica),1.0,4.6,False
2025-03-30,Espresso Beans (Arabica),1.0,3.6,False
2025-03-31,Espresso Beans (Arabica),0.0,3.6,False
2025-04-01,Espresso Beans (Arabica),0.0,3.6,False
2025-04-02,Espresso Beans (Arabica),0.0,3.6,False
2025-04-03,Espresso Beans (Arabica),0.0,3.6,False
2025-04-04,Espresso Beans (Arabica),0.0,3.6,False
2025-04-05,Espresso Beans (Arabica),0.0,3.6,False
2025-04-06,Espresso Beans (Arabica),0.0,3.6,False
2025-04-07,Espresso Beans (Arabica),1.0,2.6,False
2025-04-08,Espresso Beans (Arabica),1.0,1.6,False
2025-04-09,Espresso Beans (Arabica),0.0,1.6,False
2025-04-10,Espresso Beans (Arabica),0.0,7.5,False
2025-04-11,Espresso Beans (Arabica),1.0,6.5,False
2025-04-12,Espresso Beans (Arabica),0.0,6.5,False
2025-04-13,Espresso Beans (Arabica),0.0,6.5,False
2025-04-14,Espresso Beans (Arabica),0.0,6.5,False
2025-04-15,Espresso Beans (Arabica),0.0,6.5,False
2025-04-16,Espresso Beans (Arabica),0.0,6.5,False
2025-04-17,Espresso Beans (Arabica),0.0,6.5,False
2025-04-18,Espresso Beans (Arabica),1.0,5.5,False
2025-04-19,Espresso Beans (Arabica),0.0,5.5,False
2025-04-20,Espresso Beans (Arabica),0.0,5.5,False
2025-04-21,Espresso Beans (Arabica),0.0,5.5,False
2025-04-22,Espresso Beans (Arabica),1.0,4.5,False
2025-04-23,Espresso Beans (Arabica),0.0,4.5,False
2025-04-24,Espresso Beans (Arabica),0.0,4.5,False
2025-04-25,Espresso Beans (Arabica),0.0,4.5,False
2025-04-26,Espresso Beans (Arabica),0.0,4.5,False
2025-04-27,Espresso Beans (Arabica),1.0,3.5,False
2025-04-28,Espresso Beans (Arabica),0.0,3.5,False
2025-04-29,Espresso Beans (Arabica),0.0,3.5,False
2025-04-30,Espresso Beans (Arabica),1.0,2.5,False
2025-05-01,Espresso Beans (Arabica),0.0,2.5,False
2025-05-02,Espresso Beans (Arabica),1.0,1.5,False
2025-05-03,Espresso Beans (Arabica),0.0,1.5,False
2025-05-04,Espresso Beans (Arabica),0.0,7.4,False
2025-05-05,Espresso Beans (Arabica),0.0,7.4,False
2025-05-06,Espresso Beans (Arabica),0.0,7.4,False
2025-05-07,Espresso Beans (Arabica),1.0,6.4,False
2025-05-08,Espresso Beans (Arabica),0.0,6.4,False
2025-05-09,Espresso Beans (Arabica),0.0,6.4,False
2025-05-10,Espresso Beans (Arabica),0.0,6.4,False
2025-05-11,Espresso Beans (Arabica),0.0,6.4,False
2025-05-12,Espresso Beans (Arabica),0.0,6.4,False
2025-05-13,Espresso Beans (Arabica),0.0,6.4,False
2025-05-14,Espresso Beans (Arabica),0.0,6.4,False
2025-05-15,Espresso Beans (Arabica),0.0,6.4,False
2025-05-16,Espresso Beans (Arabica),0.0,6.4,False
2025-05-17,Espresso Beans (Arabica),0.0,6.4,False
2025-05-18,Espresso Beans (Arabica),1.0,5.4,False
2025-05-19,Espresso Beans (Arabica),0.0,5.4,False
2025-05-20,Espresso Beans (Arabica),0.0,5.4,False
2025-05-21,Espresso Beans (Arabica),1.0,4.4,False
2025-05-22,Espresso Beans (Arabica),1.0,3.4,False
2025-05-23,Espresso Beans (Arabica),0.0,3.4,False
2025-05-24,Espresso Beans (Arabica),0.0,3.4,False
2025-05-25,Espresso Beans (Arabica),1.0,2.4,False
2025-05-26,Espresso Beans (Arabica),0.0,2.4,False
2025-05-27,Espresso Beans (Arabica),0.0,2.4,False
2025-05-28,Espresso Beans (Arabica),0.0,2.4,False
2025-05-29,Espresso Beans (Arabica),0.0,2.4,False
2025-05-30,Espresso Beans (Arabica),0.0,2.4,False
2025-05-31,Espresso Beans (Arabica),0.0,2.4,False
2025-06-01,Espresso Beans (Arabica),0.0,2.4,False
2025-06-02,Espresso Beans (Arabica),0.0,2.4,False
2025-06-03,Espresso Beans (Arabica),0.0,2.4,False
2025-06-04,Espresso Beans (Arabica),0.0,2.4,False
2025-06-05,Espresso Beans (Arabica),1.0,1.4,False
2025-06-06,Espresso Beans (Arabica),0.0,7.3,False
2025-06-07,Espresso Beans (Arabica),0.0,7.3,False
2025-06-08,Espresso Beans (Arabica),0.0,7.3,False
2025-06-09,Espresso Beans (Arabica),0.0,7.3,False
2025-06-10,Espresso Beans (Arabica),0.0,7.3,False
2025-06-11,Espresso Beans (Arabica),1.0,6.3,False
2025-06-12,Espresso Beans (Arabica),1.0,5.3,False
2025-06-13,Espresso Beans (Arabica),0.0,5.3,False
2025-06-14,Espresso Beans (Arabica),1.0,4.3,False
2025-06-15,Espresso Beans (Arabica),0.0,4.3,False
2025-06-16,Espresso Beans (Arabica),1.0,3.3,False
2025-06-17,Espresso Beans (Arabica),0.0,3.3,False
2025-06-18,Espresso Beans (Arabica),1.0,8.2,False
2025-06-19,Espresso Beans (Arabica),0.0,8.2,False
2025-06-20,Espresso Beans (Arabica),0.0,8.2,False
2025-06-21,Espresso Beans (Arabica),0.0,8.2,False
2025-06-22,Espresso Beans (Arabica),0.0,8.2,False
2025-06-23,Espresso Beans (Arabica),0.0,8.2,False
2025-06-24,Espresso Beans (Arabica),1.0,7.2,False
2025-06-25,Espresso Beans (Arabica),0.0,7.2,False
2025-06-26,Espresso Beans (Arabica),1.0,6.2,False
2025-06-27,Espresso Beans (Arabica),0.0,6.2,False
2025-06-28,Espresso Beans (Arabica),0.0,6.2,False
2025-06-29,Espresso Beans (Arabica),0.0,6.2,False
2025-06-30,Espresso Beans (Arabica),0.0,6.2,False
2025-07-01,Espresso Beans (Arabica),0.0,6.2,False
2025-07-02,Espresso Beans (Arabica),0.0,6.2,False
2025-07-03,Espresso Beans (Arabica),0.0,6.2,False
2025-07-04,Espresso Beans (Arabica),0.0,6.2,False
2025-07-05,Espresso Beans (Arabica),0.0,6.2,False
2025-07-06,Espresso Beans (Arabica),1.0,5.2,False
2025-07-07,Espresso Beans (Arabica),0.0,5.2,False
2025-07-08,Espresso Beans (Arabica),0.0,5.2,False
2025-07-09,Espresso Beans (Arabica),0.0,5.2,False
2025-07-10,Espresso Beans (Arabica),1.0,4.2,False
2025-07-11,Espresso Beans (Arabica),0.0,4.2,False
2025-07-12,Espresso Beans (Arabica),0.0,4.2,False
2025-07-13,Espresso Beans (Arabica),0.0,4.2,False
2025-07-14,Espresso Beans (Arabica),0.0,4.2,False
2025-07-15,Espresso Beans (Arabica),0.0,4.2,False
2025-07-16,Espresso Beans (Arabica),0.0,4.2,False
2025-07-17,Espresso Beans (Arabica),0.0,4.2,False
2025-07-18,Espresso Beans (Arabica),0.0,4.2,False
2025-07-19,Espresso Beans (Arabica),1.0,3.2,False
2025-07-20,Espresso Beans (Arabica),0.0,3.2,False
2025-07-21,Espresso Beans (Arabica),0.0,3.2,False
2025-07-22,Espresso Beans (Arabica),1.0,2.2,False
2025-07-23,Espresso Beans (Arabica),1.0,1.2,False
2025-07-24,Espresso Beans (Arabica),0.0,7.1,False
2025-07-25,Espresso Beans (Arabica),0.0,7.1,False
2025-07-26,Espresso Beans (Arabica),0.0,7.1,False
2025-07-27,Espresso Beans (Arabica),0.0,7.1,False
2025-07-28,Espresso Beans (Arabica),0.0,7.1,False
2025-07-29,Espresso Beans (Arabica),0.0,7.1,False
2025-07-30,Espresso Beans (Arabica),0.0,7.1,False
2025-07-31,Espresso Beans (Arabica),0.0,7.1,False
2025-08-01,Espresso Beans (Arabica),0.0,7.1,False
2025-08-02,Espresso Beans (Arabica),0.0,7.1,False
2025-08-03,Espresso Beans (Arabica),0.0,7.1,False
2025-08-04,Espresso Beans (Arabica),1.0,6.1,False
2025-08-05,Espresso Beans (Arabica),0.0,6.1,False
2025-08-06,Espresso Beans (Arabica),0.0,6.1,False
2025-08-07,Espresso Beans (Arabica),0.0,6.1,False
2025-08-08,Espresso Beans (Arabica),0.0,6.1,False
2025-08-09,Espresso Beans (Arabica),0.0,6.1,False
2025-08-10,Espresso Beans (Arabica),0.0,6.1,False
2025-08-11,Espresso Beans (Arabica),1.0,5.1,False
2025-08-12,Espresso Beans (Arabica),0.0,5.1,False
2025-08-13,Espresso Beans (Arabica),0.0,5.1,False
2025-08-14,Espresso Beans (Arabica),0.0,5.1,False
2025-08-15,Espresso Beans (Arabica),0.0,5.1,False
2025-08-16,Espresso Beans (Arabica),0.0,5.1,False
2025-08-17,Espresso Beans (Arabica),1.0,4.1,False
2025-08-18,Espresso Beans (Arabica),0.0,4.1,False
2025-08-19,Espresso Beans (Arabica),0.0,4.1,False
2025-08-20,Espresso Beans (Arabica),0.0,4.1,False
2025-08-21,Espresso Beans (Arabica),0.0,4.1,False
2025-08-22,Espresso Beans (Arabica),0.0,4.1,False
2025-08-23,Espresso Beans (Arabica),0.0,4.1,False
2025-08-24,Espresso Beans (Arabica),0.0,4.1,False
2025-08-25,Espresso Beans (Arabica),1.0,3.1,False
2025-08-26,Espresso Beans (Arabica),0.0,3.1,False
2025-08-27,Espresso Beans (Arabica),0.0,3.1,False
2025-08-28,Espresso Beans (Arabica),0.0,3.1,False
2025-08-29,Espresso Beans (Arabica),0.0,3.1,False
2025-08-30,Espresso Beans (Arabica),0.0,3.1,False
2025-08-31,Espresso Beans (Arabica),0.0,3.1,False
2025-09-01,Espresso Beans (Arabica),0.0,3.1,False
2025-09-02,Espresso Beans (Arabica),1.0,2.1,False
2025-09-03,Espresso Beans (Arabica),0.0,2.1,False
2025-09-04,Espresso Beans (Arabica),0.0,8.0,False
2025-09-05,Espresso Beans (Arabica),1.0,7.0,False
2025-09-06,Espresso Beans (Arabica),0.0,7.0,False
2025-09-07,Espresso Beans (Arabica),0.0,7.0,False
2025-09-08,Espresso Beans (Arabica),0.0,7.0,False
2025-09-09,Espresso Beans (Arabica),1.0,6.0,False
2025-09-10,Espresso Beans (Arabica),0.0,6.0,False
2025-09-11,Espresso Beans (Arabica),0.0,6.0,False
2025-09-12,Espresso Beans (Arabica),0.0,6.0,False
2025-09-13,Espresso Beans (Arabica),0.0,6.0,False
2025-09-14,Espresso Beans (Arabica),0.0,6.0,False
2025-09-15,Espresso Beans (Arabica),1.0,5.0,False
2025-09-16,Espresso Beans (Arabica),0.0,5.0,False
2025-09-17,Espresso Beans (Arabica),1.0,4.0,False
2025-09-18,Espresso Beans (Arabica),0.0,4.0,False
2025-09-19,Espresso Beans (Arabica),0.0,4.0,False
2025-09-20,Espresso Beans (Arabica),1.0,3.0,False
2025-09-21,Espresso Beans (Arabica),1.0,2.0,False
2025-09-22,Espresso Beans (Arabica),0.0,7.9,False
2025-09-23,Espresso Beans (Arabica),0.0,7.9,False
2025-09-24,Espresso Beans (Arabica),0.0,7.9,False
2025-09-25,Espresso Beans (Arabica),0.0,7.9,False
2025-09-26,Espresso Beans (Arabica),0.0,7.9,False
2025-09-27,Espresso Beans (Arabica),0.0,7.9,False
2025-09-28,Espresso Beans (Arabica),0.0,7.9,False
2025-09-29,Espresso Beans (Arabica),0.0,7.9,False
2025-09-30,Espresso Beans (Arabica),0.0,7.9,False
2025-10-01,Espresso Beans (Arabica),0.0,7.9,False
2025-10-02,Espresso Beans (Arabica),1.0,6.9,False
2025-10-03,Espresso Beans (Arabica),0.0,6.9,False
2025-10-04,Espresso Beans (Arabica),0.0,6.9,False
2025-10-05,Espresso Beans (Arabica),0.0,6.9,False
2025-10-06,Espresso Beans (Arabica),0.0,6.9,False
2025-10-07,Espresso Beans (Arabica),0.0,6.9,False
2025-10-08,Espresso Beans (Arabica),1.0,5.9,False
2025-10-09,Espresso Beans (Arabica),1.0,4.9,False
2025-10-10,Espresso Beans (Arabica),0.0,4.9,False
2025-10-11,Espresso Beans (Arabica),1.0,3.9,False
2025-10-12,Espresso Beans (Arabica),0.0,3.9,False
2025-10-13,Espresso Beans (Arabica),0.0,3.9,False
2025-10-14,Espresso Beans (Arabica),1.0,2.9,False
2025-10-15,Espresso Beans (Arabica),0.0,2.9,False
2025-10-16,Espresso Beans (Arabica),1.0,7.9,False
2025-10-17,Espresso Beans (Arabica),0.0,7.9,False
2025-10-18,Espresso Beans (Arabica),0.0,7.9,False
2025-10-19,Espresso Beans (Arabica),0.0,7.9,False
2025-10-20,Espresso Beans (Arabica),0.0,7.9,False
2025-10-21,Espresso Beans (Arabica),1.0,6.9,False
2025-10-22,Espresso Beans (Arabica),1.0,5.9,False
2025-10-23,Espresso Beans (Arabica),1.0,4.9,False
2025-10-24,Espresso Beans (Arabica),1.0,3.9,False
2025-10-25,Espresso Beans (Arabica),0.0,3.9,False
